url,appellation,verbaleDating,processedDating,addressState,addressLocality,addressZip,addressStreet,wikishootme,locationLng,locationLat,ID
https://www.deckenmalerei.eu/c1a1e57a-c566-4736-9596-3863abdc2c28,"Willebadessen-Niesen, Kapelle von Haus Niesen","1674, 1500-1600",,Nordrhein-Westfalen,Willebadessen,34439,Kirchberg 4B,https://wikishootme.toolforge.org/#lat=51.62371847601602&lng=9.131537781970424&zoom=18,9.131537781970424,51.62371847601602,c1a1e57a-c566-4736-9596-3863abdc2c28
https://www.deckenmalerei.eu/c5b99b5f-950d-4a0a-8f12-fc92f41dcee1,"Niederjahna, Herrenhaus","1580, 1691, 1724, 1820, 1999-2017",,Sachsen,Käbschütztal,01665,Dorfstraße 3,https://wikishootme.toolforge.org/#lat=51.1651032&lng=13.4354729&zoom=18,13.4354729,51.1651032,c5b99b5f-950d-4a0a-8f12-fc92f41dcee1
https://www.deckenmalerei.eu/c60a6fb2-92fa-418d-a72e-d49b5c306cbd,"Rott, Pfarrkirche St. Johannes Baptist",spätgotisch,,Bayern,Rott,86935,Weilheimer Straße 4,https://wikishootme.toolforge.org/#lat=47.90537517277618&lng=10.970824946782532&zoom=18,10.970824946782532,47.90537517277618,c60a6fb2-92fa-418d-a72e-d49b5c306cbd
https://www.deckenmalerei.eu/b2c20302-4710-40e1-9fa6-f2f58a6f5d67,"Gern, St. Georg","14. Jahrhundert, 1418, um 1500, 1750, 1900-04",,Bayern,Eggenfelden,84307,Hofmark 47,https://wikishootme.toolforge.org/#lat=48.4004743&lng=12.7774573&zoom=18,12.7774573,48.4004743,b2c20302-4710-40e1-9fa6-f2f58a6f5d67
https://www.deckenmalerei.eu/c63b9064-2aa4-4227-9b95-94fade482b91,"Augsburg, Maximiliansstraße 83",,,Bayern,Augsburg,86150,Maximilianstraße 83,https://wikishootme.toolforge.org/#lat=48.36366650511171&lng=10.900309704515099&zoom=18,10.900309704515099,48.36366650511171,c63b9064-2aa4-4227-9b95-94fade482b91
https://www.deckenmalerei.eu/9e12c90a-848f-41d9-968a-c0b450bd225e,"Hamburg, ehem. Haus Katharinenstraße 1",,,Hamburg,Hamburg,20457,Katharinenstraße 1,https://wikishootme.toolforge.org/#lat=53.54576462806128&lng=9.992752771425309&zoom=18,9.992752771425309,53.54576462806128,9e12c90a-848f-41d9-968a-c0b450bd225e
https://www.deckenmalerei.eu/54694a63-4297-4ecb-a0e8-1c2437d285c4,"Reisch, Filialkirche Mariä Himmelfahrt","spätgotisch, 1730",,Bayern,Landsberg am Lech,86899,Kirchenstraße 2,https://wikishootme.toolforge.org/#lat=48.04341299218886&lng=10.916027426719666&zoom=18,10.916027426719666,48.04341299218886,54694a63-4297-4ecb-a0e8-1c2437d285c4
https://www.deckenmalerei.eu/6e612daf-b929-4390-98e6-c0bb1a4b01ab,"Osnabrück, Haus Marienstraße 17",,,Niedersachsen,Osnabrück,49074,Marienstraße 17,https://wikishootme.toolforge.org/#lat=52.27652&lng=8.0408908&zoom=18,8.0408908,52.27652,6e612daf-b929-4390-98e6-c0bb1a4b01ab
https://www.deckenmalerei.eu/91cf53c8-924c-4bce-8ad5-78b52b1ce858,"Görlitz, Napoleonhaus",nach 1717,,Sachsen,Görlitz,02826,Obermarkt 29,https://wikishootme.toolforge.org/#lat=51.1558&lng=14.9881&zoom=18,14.9881,51.1558,91cf53c8-924c-4bce-8ad5-78b52b1ce858
https://www.deckenmalerei.eu/4ced495a-ba0a-4e40-b648-2e565ac66464,"Stade, Rathaus",,,Niedersachsen,Stade,21682,Hökerstraße 12,https://wikishootme.toolforge.org/#lat=53.60141882159125&lng=9.476137146188577&zoom=18,9.476137146188577,53.60141882159125,4ced495a-ba0a-4e40-b648-2e565ac66464
https://www.deckenmalerei.eu/0afed019-8824-439b-8986-3067c2055b72,"Bremen, Focke-Museum - Bremer Landesmuseum für Kunst und Kulturgeschichte",,,Bremen,Bremen,28213,Schwachhauser Heerstraße 240,https://wikishootme.toolforge.org/#lat=53.0915885&lng=8.8641738&zoom=18,8.8641738,53.0915885,0afed019-8824-439b-8986-3067c2055b72
https://www.deckenmalerei.eu/5f522a37-5377-4ba8-b57e-9f945386aa75,"Weyarn, ehem. Augustiner-Chorherrenstift",17. Jahrhundert,,Bayern,Weyarn,83629,Ignaz-Günther-Straße 5,https://wikishootme.toolforge.org/#lat=47.85738849702897&lng=11.796258935341351&zoom=18,11.796258935341351,47.85738849702897,5f522a37-5377-4ba8-b57e-9f945386aa75
https://www.deckenmalerei.eu/55ff2964-e0e3-47d5-9042-d4d827f59d52,"Gundelsheim, Schloss Horneck",1527-1533; 1724-1730,,Baden-Württemberg,Gundelsheim,74831,,https://wikishootme.toolforge.org/#lat=49.286801138042115&lng=9.156187231491662&zoom=18,9.156187231491662,49.286801138042115,55ff2964-e0e3-47d5-9042-d4d827f59d52
